-5.61109,0.882935,-0.723874
-1.60525,0.157143,-0.0923786
-0.420304,0.251817,0.58678
-0.818929,0.782257,2.87451
-1.8404,0.6596,-2.4525
-2.25952,-0.396803,-1.26728
-1.49108,-1.05527,-0.270021
-0.307598,-0.856499,0.275831
0.915073,-0.583976,0.161308
0.82873,-7.39165,-1.72565
-0.129377,-7.98907,1.50766
-0.155387,-5.54612,1.65931
-0.147919,-3.69747,1.51589
-0.424813,-2.53211,2.08914
5.28218,-0.389112,2.64238
4.12551,-0.20631,-3.07434
2.02325,-0.596678,-2.95498
0.47932,-0.914803,-2.96165
-0.687586,-1.05479,-3.02426
0.500488,5.85575,-1.69854
1.15493,1.19713,-0.842228
0.610047,3.95404,-1.50376
0.661728,1.23551,-1.49529
0.856659,0.298226,-1.44765
0.9298,-1.1267,-1.5451
0.893404,-2.39349,-1.71046
0.674071,-3.51972,-1.81913
-1.252,0.960632,0.547521
-1.30642,0.228729,-0.0141869
-0.253989,0.202653,-0.00782788
6.98955,-7.189,-1.81656
-0.159694,-4.11721,1.59125
-0.189676,-2.70906,1.69483
-2.07209,-1.09752,2.86727
-0.319813,-3.36035,1.57801
-0.463593,-2.18194,1.67571
-0.601684,-0.89636,1.64999
-0.685684,0.320701,1.54626
6.86039,1.68459,-1.55656
7.02635,2.43734,-1.27162
0.993614,-1.75152,-2.27108
0.445477,-2.82526,-1.82731
0.311798,-4.06405,-1.69534
6.19871,-1.28087,2.50097
5.28026,-0.6712,2.80116
1.98457,-0.634002,-3.11641
0.2291,-0.852233,-2.99171
-0.952919,-0.995325,-3.04076
1.08086,1.31335,-0.872043
2.74738,0.460294,-0.313985
0.659446,1.92578,-1.46592
0.745309,0.795594,-1.50417
0.859194,-0.608524,-1.57402
0.885183,-1.838,-1.67641
0.733152,-3.03923,-1.82241
-6.77108,-4.83015,1.5251
-6.82256,-3.69487,1.5895
-2.51,0.455045,0.0400838
