-3.20013,-0.368829,-2.90038
-7.02288,-10.46,-1.51268
4.23175,16.2305,0.0268623
7.21766,5.99544,-1.7191
5.2709,-0.418244,3.10577
3.17942,-0.567095,-2.91774
1.92248,-1.18571,-2.3651
1.15815,-2.05451,-2.09443
5.3046,-16.8958,-0.0759963
6.66498,-1.81182,2.55606
5.68193,-1.11264,2.44433
3.36419,-0.730979,-2.99212
2.146,-0.869003,-3.06987
3.73662,-0.769037,-3.12662
7.08272,2.73604,-1.55483
7.11303,3.44873,-1.54163
7.30074,5.25555,-1.50408
-6.98285,11.4886,-1.50099
1.03909,1.754,-0.914137
1.86712,1.13988,-0.489935
6.2723,16.1795,2.78126
-6.52464,-0.158456,0.780937
-5.12256,0.291546,0.101282
-2.22078,0.314537,0.264929
-1.20915,1.29685,0.920589
-5.64118,16.3831,3.12209
-7.00908,10.0411,-1.52482
-6.25007,0.968276,-0.432085
-2.74868,0.30188,-0.0552774
-1.59975,0.0767401,-0.0410046
2.45214,-17.0963,2.99719
-4.26285,-0.968714,3.08616
-5.43041,-0.943839,-2.75336
-6.3139,-1.63772,-2.50278
-0.357009,-2.82862,1.69773
-2.20356,-1.73353,-2.77283
-3.53393,-2.1672,-2.5109
-3.72545,-2.42742,-1.32563
-3.68349,-2.49531,-0.81554
