7.16996,13.6838,1.58052
0.886311,16.5098,3.02058
7.06406,-0.18352,1.64878
-7.03535,-1.40491,-1.01502
7.05142,-0.2828,1.58254
1.26623,16.7697,3.12466
-7.18279,0.514273,-1.54599
7.17786,0.87849,1.62357
0.819413,16.6879,3.01638
-7.23532,0.887102,-1.56559
7.19888,13.9583,1.56772
0.827807,16.5698,3.00016
-7.08866,2.99747,-1.65282
6.16489,16.2273,2.57283
7.2888,-4.41865,1.62557
7.46745,-2.07963,1.52615
5.75009,16.461,3.03683
-7.17877,0.486793,-1.58509
7.12668,12.3005,1.49993
7.18422,13.5421,1.63834
6.25298,15.8895,2.41164
-3.19172,-17.0426,-0.0192795
