-0.016073,-2.8598,-1.53171
0.0508682,-4.14131,-1.47808
-3.03261,-0.867834,2.93692
1.15276,15.1929,-1.2
0.938921,8.45645,-1.6833
1.06027,1.63927,-0.831456
6.54334,16.0187,2.46049
0.669246,1.76625,-1.50431
0.826504,0.681453,-1.28318
1.34832,-1.76588,-1.6763
1.15892,-2.91892,-1.69627
0.882412,-10.7192,-1.55721
-7.05847,-3.29462,1.69773
-2.86683,0.615589,0.000192673
-0.811829,1.76466,1.13535
-4.21423,0.457759,-0.19625
-1.47281,0.191305,-0.136988
1.78014,-2.14956,0.216898
2.77211,-1.6979,0.630308
-0.454115,-11.4041,1.54338
-0.257539,-3.006,1.62194
-0.762477,-2.0419,2.28514
0.92439,-4.31825,-1.33225
0.99988,-9.95067,-1.59026
4.51785,16.3128,-0.225285
7.23065,7.31788,-1.41034
0.804253,-2.77963,-1.90815
0.654941,-3.99597,-1.55267
0.510415,-1.02074,-3.05399
-3.48243,-1.04602,3.00612
-5.36562,-0.775694,3.08135
-6.35077,-0.545017,-3.08742
-5.64467,-1.38807,-0.1804
-4.72272,-0.855806,1.15523
-5.05863,0.552581,2.19088
-5.85593,1.41318,2.43346
1.33666,14.4003,-1.54009
0.882581,8.89458,-1.67547
0.787566,5.79344,-1.60951
0.543841,3.73831,-1.65531
6.79034,9.28136,1.52428
-7.00015,-5.06351,1.68433
-7.0515,-3.87248,1.57986
-4.98894,0.557554,0.0749042
-0.808855,15.825,2.40384
-6.7818,6.28317,-1.66605
-6.13266,1.07835,-0.523221
-1.09134,0.232105,0.00295976
0.207969,0.196215,-0.0608777
7.24739,-3.73459,-1.20998
-0.373318,-9.04195,1.62033
-1.66307,-16.6742,0.45048
-0.444396,-12.8266,1.46408
-0.492314,-7.54243,1.56715
